%  columns="iteration, evaluation, sigma, max axis length, min axis length, all principal axes lengths (sorted square roots of eigenvalues of C)" (startseed=212695, 2017/09/27 23:0:50.97)
160 1921 5.901744e-02 1.625705e+00 4.208798e-01 4.208798e-01 4.802695e-01 6.019473e-01 6.310228e-01 6.515713e-01 6.732855e-01 6.887521e-01 7.168101e-01 7.280206e-01 7.916720e-01 8.052967e-01 8.846484e-01 9.210713e-01 1.022229e+00 1.103671e+00 1.144233e+00 1.307133e+00 1.625705e+00 
161 1933 5.613127e-02 1.625131e+00 4.182640e-01 4.182640e-01 4.786364e-01 5.987595e-01 6.277117e-01 6.524675e-01 6.707092e-01 6.880838e-01 7.167079e-01 7.272743e-01 7.877174e-01 8.006224e-01 8.833456e-01 9.160309e-01 1.020064e+00 1.098363e+00 1.139966e+00 1.299654e+00 1.625131e+00 
162 1945 5.408427e-02 1.629115e+00 4.170175e-01 4.170175e-01 4.758212e-01 5.978511e-01 6.255610e-01 6.519158e-01 6.726728e-01 6.897477e-01 7.144854e-01 7.321164e-01 7.868975e-01 8.066086e-01 8.831081e-01 9.230412e-01 1.020159e+00 1.102407e+00 1.137514e+00 1.296065e+00 1.629115e+00 
163 1957 5.309113e-02 1.635482e+00 4.147065e-01 4.147065e-01 4.806009e-01 5.997879e-01 6.215910e-01 6.476591e-01 6.731880e-01 6.904830e-01 7.112188e-01 7.284492e-01 7.859118e-01 8.016773e-01 8.832772e-01 9.215725e-01 1.018785e+00 1.105873e+00 1.138991e+00 1.297910e+00 1.635482e+00 
164 1969 5.277459e-02 1.632679e+00 4.127286e-01 4.127286e-01 4.778874e-01 6.002647e-01 6.222573e-01 6.437719e-01 6.730010e-01 6.921228e-01 7.084064e-01 7.283493e-01 7.837253e-01 7.973157e-01 8.862285e-01 9.196878e-01 1.031755e+00 1.101402e+00 1.138440e+00 1.291483e+00 1.632679e+00 
165 1981 5.155648e-02 1.633471e+00 4.102560e-01 4.102560e-01 4.764426e-01 5.983215e-01 6.195599e-01 6.397845e-01 6.712271e-01 6.903425e-01 7.078248e-01 7.291165e-01 7.812427e-01 7.965912e-01 8.845045e-01 9.176313e-01 1.031990e+00 1.096727e+00 1.134142e+00 1.288239e+00 1.633471e+00 
166 1993 4.981180e-02 1.671801e+00 4.077144e-01 4.077144e-01 4.735687e-01 5.968465e-01 6.173021e-01 6.356315e-01 6.678469e-01 6.866408e-01 7.033202e-01 7.265397e-01 7.769706e-01 8.028639e-01 8.814975e-01 9.200669e-01 1.035602e+00 1.105181e+00 1.130657e+00 1.282719e+00 1.671801e+00 
167 2005 4.994132e-02 1.671361e+00 4.056776e-01 4.056776e-01 4.754835e-01 5.959750e-01 6.149969e-01 6.410133e-01 6.650093e-01 6.847309e-01 7.009811e-01 7.219125e-01 7.734943e-01 7.988461e-01 8.772479e-01 9.202791e-01 1.044907e+00 1.103655e+00 1.124922e+00 1.294010e+00 1.671361e+00 
168 2017 5.005860e-02 1.668185e+00 4.032047e-01 4.032047e-01 4.724061e-01 5.929555e-01 6.117418e-01 6.380997e-01 6.655770e-01 6.811312e-01 6.987023e-01 7.183766e-01 7.767572e-01 7.980181e-01 8.771908e-01 9.295595e-01 1.055928e+00 1.098253e+00 1.121237e+00 1.290552e+00 1.668185e+00 
169 2029 5.014285e-02 1.658798e+00 4.010127e-01 4.010127e-01 4.716091e-01 5.895919e-01 6.080161e-01 6.364192e-01 6.625689e-01 6.808419e-01 6.936509e-01 7.167664e-01 7.777316e-01 7.972085e-01 8.767821e-01 9.279108e-01 1.075953e+00 1.096733e+00 1.123642e+00 1.289500e+00 1.658798e+00 
170 2041 5.241615e-02 1.673719e+00 3.999175e-01 3.999175e-01 4.684493e-01 5.874998e-01 6.054756e-01 6.327297e-01 6.608271e-01 6.841332e-01 7.050672e-01 7.132945e-01 7.802336e-01 7.926180e-01 8.732094e-01 9.248507e-01 1.074817e+00 1.106056e+00 1.143726e+00 1.295099e+00 1.673719e+00 
171 2053 5.278129e-02 1.669539e+00 3.987741e-01 3.987741e-01 4.657921e-01 5.904930e-01 6.015152e-01 6.291555e-01 6.655777e-01 6.837396e-01 7.014209e-01 7.093121e-01 7.760816e-01 7.993554e-01 8.704265e-01 9.207694e-01 1.077105e+00 1.108753e+00 1.166605e+00 1.291391e+00 1.669539e+00 
172 2065 5.335827e-02 1.678826e+00 3.967758e-01 3.967758e-01 4.649844e-01 5.874352e-01 6.039190e-01 6.283435e-01 6.657176e-01 6.806676e-01 7.001911e-01 7.051931e-01 7.709826e-01 7.977105e-01 8.698134e-01 9.199366e-01 1.077885e+00 1.106622e+00 1.179275e+00 1.286494e+00 1.678826e+00 
173 2077 5.180826e-02 1.679177e+00 3.941036e-01 3.941036e-01 4.615605e-01 5.847611e-01 6.010402e-01 6.251450e-01 6.710642e-01 6.772434e-01 6.974265e-01 7.046547e-01 7.701775e-01 7.972514e-01 8.697743e-01 9.171575e-01 1.073863e+00 1.100108e+00 1.187698e+00 1.284567e+00 1.679177e+00 
174 2089 5.169537e-02 1.674316e+00 3.915122e-01 3.915122e-01 4.590161e-01 5.816051e-01 5.981252e-01 6.233547e-01 6.720479e-01 6.783788e-01 6.947893e-01 7.017800e-01 7.690369e-01 7.981473e-01 8.645285e-01 9.108494e-01 1.072077e+00 1.113013e+00 1.185457e+00 1.295299e+00 1.674316e+00 
175 2101 5.122944e-02 1.707004e+00 3.887425e-01 3.887425e-01 4.585174e-01 5.798006e-01 5.959383e-01 6.229573e-01 6.700652e-01 6.811806e-01 6.961718e-01 7.015543e-01 7.669003e-01 7.957052e-01 8.603737e-01 9.095259e-01 1.069154e+00 1.109835e+00 1.192761e+00 1.291002e+00 1.707004e+00 
176 2113 4.985313e-02 1.730869e+00 3.865099e-01 3.865099e-01 4.581801e-01 5.799551e-01 5.924089e-01 6.268811e-01 6.672359e-01 6.785141e-01 6.940181e-01 7.013297e-01 7.643991e-01 7.932878e-01 8.579802e-01 9.057163e-01 1.065017e+00 1.104401e+00 1.187526e+00 1.291406e+00 1.730869e+00 
177 2125 4.908407e-02 1.742926e+00 3.862742e-01 3.862742e-01 4.559590e-01 5.765202e-01 5.882584e-01 6.236761e-01 6.659082e-01 6.776486e-01 6.906463e-01 7.006805e-01 7.668773e-01 7.905775e-01 8.532124e-01 9.008869e-01 1.059630e+00 1.106648e+00 1.185399e+00 1.285897e+00 1.742926e+00 
178 2137 4.630606e-02 1.752767e+00 3.840784e-01 3.840784e-01 4.537445e-01 5.744694e-01 5.863775e-01 6.204532e-01 6.644110e-01 6.731152e-01 6.868251e-01 7.010671e-01 7.639770e-01 7.864055e-01 8.494443e-01 8.982408e-01 1.058525e+00 1.105981e+00 1.183953e+00 1.279720e+00 1.752767e+00 
179 2149 4.474447e-02 1.750105e+00 3.816266e-01 3.816266e-01 4.510045e-01 5.800477e-01 5.839788e-01 6.175163e-01 6.653407e-01 6.699461e-01 6.869323e-01 6.980480e-01 7.609193e-01 7.873644e-01 8.448173e-01 8.948151e-01 1.057826e+00 1.121276e+00 1.178277e+00 1.273540e+00 1.750105e+00 
180 2161 4.404541e-02 1.758427e+00 3.795696e-01 3.795696e-01 4.479828e-01 5.776416e-01 5.801934e-01 6.164823e-01 6.612440e-01 6.690298e-01 6.888277e-01 7.010939e-01 7.579162e-01 7.896787e-01 8.407657e-01 8.925569e-01 1.067050e+00 1.121224e+00 1.193878e+00 1.269320e+00 1.758427e+00 
181 2173 4.415116e-02 1.755694e+00 3.771926e-01 3.771926e-01 4.450890e-01 5.750889e-01 5.800763e-01 6.185015e-01 6.621382e-01 6.685509e-01 6.862945e-01 6.997446e-01 7.565164e-01 7.908052e-01 8.376113e-01 9.060876e-01 1.065247e+00 1.129161e+00 1.191741e+00 1.261590e+00 1.755694e+00 
182 2185 4.527986e-02 1.745647e+00 3.756335e-01 3.756335e-01 4.423667e-01 5.714266e-01 5.808716e-01 6.211251e-01 6.594023e-01 6.652567e-01 6.837463e-01 7.083211e-01 7.574996e-01 7.960607e-01 8.440976e-01 9.098647e-01 1.066640e+00 1.127884e+00 1.186218e+00 1.257449e+00 1.745647e+00 
183 2197 4.435257e-02 1.740910e+00 3.734846e-01 3.734846e-01 4.393282e-01 5.692782e-01 5.791708e-01 6.174809e-01 6.569229e-01 6.648437e-01 6.879517e-01 7.104254e-01 7.535611e-01 7.952661e-01 8.443089e-01 9.097679e-01 1.065166e+00 1.126654e+00 1.180578e+00 1.260457e+00 1.740910e+00 
184 2209 4.391775e-02 1.763554e+00 3.710514e-01 3.710514e-01 4.370148e-01 5.655219e-01 5.783130e-01 6.150655e-01 6.538076e-01 6.642322e-01 6.843498e-01 7.108771e-01 7.526447e-01 7.930294e-01 8.389541e-01 9.154993e-01 1.067021e+00 1.129833e+00 1.182265e+00 1.258322e+00 1.763554e+00 
185 2221 4.432078e-02 1.783658e+00 3.688241e-01 3.688241e-01 4.342130e-01 5.627373e-01 5.783279e-01 6.114110e-01 6.545684e-01 6.621229e-01 6.797871e-01 7.126599e-01 7.497327e-01 7.912967e-01 8.371201e-01 9.150313e-01 1.081124e+00 1.126781e+00 1.174941e+00 1.256495e+00 1.783658e+00 
186 2233 4.309212e-02 1.783253e+00 3.664771e-01 3.664771e-01 4.317534e-01 5.614274e-01 5.753959e-01 6.115106e-01 6.518679e-01 6.610332e-01 6.824825e-01 7.102682e-01 7.505482e-01 7.864864e-01 8.344515e-01 9.130761e-01 1.089108e+00 1.122015e+00 1.172284e+00 1.253912e+00 1.783253e+00 
187 2245 4.112488e-02 1.776545e+00 3.642349e-01 3.642349e-01 4.300086e-01 5.583038e-01 5.740867e-01 6.104234e-01 6.485266e-01 6.570181e-01 6.791281e-01 7.122306e-01 7.472369e-01 7.836253e-01 8.324778e-01 9.183534e-01 1.085960e+00 1.123344e+00 1.165503e+00 1.247122e+00 1.776545e+00 
188 2257 4.008269e-02 1.798348e+00 3.618589e-01 3.618589e-01 4.287781e-01 5.572559e-01 5.723065e-01 6.063501e-01 6.460347e-01 6.552349e-01 6.765668e-01 7.104063e-01 7.453654e-01 7.853609e-01 8.269881e-01 9.242889e-01 1.083727e+00 1.122920e+00 1.162809e+00 1.245405e+00 1.798348e+00 
189 2269 3.946147e-02 1.815488e+00 3.596220e-01 3.596220e-01 4.257216e-01 5.558921e-01 5.705392e-01 6.047516e-01 6.459477e-01 6.543638e-01 6.733261e-01 7.094115e-01 7.408314e-01 7.828736e-01 8.239744e-01 9.191835e-01 1.079894e+00 1.127279e+00 1.161230e+00 1.249659e+00 1.815488e+00 
190 2281 3.777171e-02 1.815770e+00 3.579388e-01 3.579388e-01 4.244404e-01 5.524755e-01 5.672799e-01 6.022561e-01 6.429949e-01 6.506829e-01 6.693785e-01 7.071796e-01 7.465927e-01 7.780482e-01 8.218318e-01 9.167734e-01 1.079317e+00 1.129460e+00 1.159576e+00 1.247720e+00 1.815770e+00 
191 2293 3.622678e-02 1.804416e+00 3.555660e-01 3.555660e-01 4.213333e-01 5.501146e-01 5.667257e-01 5.994560e-01 6.404836e-01 6.599912e-01 6.670051e-01 7.073966e-01 7.424486e-01 7.727284e-01 8.202785e-01 9.188449e-01 1.088895e+00 1.144153e+00 1.168356e+00 1.246602e+00 1.804416e+00 
192 2305 3.638484e-02 1.808887e+00 3.537357e-01 3.537357e-01 4.198659e-01 5.479208e-01 5.689062e-01 5.961629e-01 6.370604e-01 6.589891e-01 6.685923e-01 7.176319e-01 7.424247e-01 7.700022e-01 8.300055e-01 9.142031e-01 1.082061e+00 1.140877e+00 1.170578e+00 1.243273e+00 1.808887e+00 
193 2317 3.687825e-02 1.809846e+00 3.515937e-01 3.515937e-01 4.169924e-01 5.487019e-01 5.664916e-01 5.925529e-01 6.371236e-01 6.586443e-01 6.646996e-01 7.186877e-01 7.426220e-01 7.722034e-01 8.396403e-01 9.083636e-01 1.077321e+00 1.140155e+00 1.178377e+00 1.235692e+00 1.809846e+00 
194 2329 3.815811e-02 1.803654e+00 3.496822e-01 3.496822e-01 4.151600e-01 5.489604e-01 5.642148e-01 5.891869e-01 6.337486e-01 6.556889e-01 6.668763e-01 7.145511e-01 7.419869e-01 7.760538e-01 8.472346e-01 9.032719e-01 1.072164e+00 1.137781e+00 1.194937e+00 1.242366e+00 1.803654e+00 
195 2341 3.900476e-02 1.814560e+00 3.475492e-01 3.475492e-01 4.120591e-01 5.467491e-01 5.619066e-01 5.866167e-01 6.300110e-01 6.521408e-01 6.675181e-01 7.119370e-01 7.430004e-01 7.768211e-01 8.506651e-01 9.089373e-01 1.067974e+00 1.133184e+00 1.200471e+00 1.263614e+00 1.814560e+00 
196 2353 4.062395e-02 1.821921e+00 3.465459e-01 3.465459e-01 4.098383e-01 5.468628e-01 5.601170e-01 5.850253e-01 6.259626e-01 6.478861e-01 6.676548e-01 7.092955e-01 7.415467e-01 7.873915e-01 8.511679e-01 9.147119e-01 1.063483e+00 1.126812e+00 1.212815e+00 1.265243e+00 1.821921e+00 
197 2365 3.886325e-02 1.817913e+00 3.451633e-01 3.451633e-01 4.083498e-01 5.462998e-01 5.572779e-01 5.869164e-01 6.225647e-01 6.439374e-01 6.668505e-01 7.102138e-01 7.390451e-01 7.869289e-01 8.477330e-01 9.130450e-01 1.057880e+00 1.125013e+00 1.208738e+00 1.264046e+00 1.817913e+00 
198 2377 4.005035e-02 1.815730e+00 3.427724e-01 3.427724e-01 4.069917e-01 5.427348e-01 5.612996e-01 5.895031e-01 6.223163e-01 6.456009e-01 6.676536e-01 7.098598e-01 7.382445e-01 7.881436e-01 8.601584e-01 9.115395e-01 1.076741e+00 1.117979e+00 1.206318e+00 1.287025e+00 1.815730e+00 
199 2389 4.163560e-02 1.813251e+00 3.407618e-01 3.407618e-01 4.042104e-01 5.403305e-01 5.643464e-01 5.860517e-01 6.249792e-01 6.418194e-01 6.674123e-01 7.059443e-01 7.447692e-01 7.867400e-01 8.615755e-01 9.061869e-01 1.083640e+00 1.116522e+00 1.208574e+00 1.296680e+00 1.813251e+00 
200 2401 4.301669e-02 1.806640e+00 3.387736e-01 3.387736e-01 4.027604e-01 5.380459e-01 5.616824e-01 5.893268e-01 6.207805e-01 6.386964e-01 6.639813e-01 7.032455e-01 7.445647e-01 7.940764e-01 8.576480e-01 9.160489e-01 1.094246e+00 1.114066e+00 1.217249e+00 1.319254e+00 1.806640e+00 
201 2413 4.570930e-02 1.815059e+00 3.369515e-01 3.369515e-01 4.011444e-01 5.355849e-01 5.588124e-01 5.875786e-01 6.191331e-01 6.387401e-01 6.603901e-01 7.015849e-01 7.414546e-01 7.905702e-01 8.566190e-01 9.146203e-01 1.095535e+00 1.107844e+00 1.220238e+00 1.361619e+00 1.815059e+00 
202 2425 4.706912e-02 1.807035e+00 3.347457e-01 3.347457e-01 3.993656e-01 5.333462e-01 5.563352e-01 5.897009e-01 6.161527e-01 6.388487e-01 6.604702e-01 6.982685e-01 7.377077e-01 7.951186e-01 8.560141e-01 9.127241e-01 1.093229e+00 1.104390e+00 1.214322e+00 1.384767e+00 1.807035e+00 
203 2437 4.761912e-02 1.804732e+00 3.327136e-01 3.327136e-01 3.973230e-01 5.319751e-01 5.536037e-01 5.862192e-01 6.132895e-01 6.372484e-01 6.575369e-01 6.942718e-01 7.401161e-01 7.919684e-01 8.537489e-01 9.066075e-01 1.089111e+00 1.122736e+00 1.213906e+00 1.396838e+00 1.804732e+00 
204 2449 4.654121e-02 1.809195e+00 3.307556e-01 3.307556e-01 3.946156e-01 5.290166e-01 5.519960e-01 5.849683e-01 6.122104e-01 6.333520e-01 6.549746e-01 6.943466e-01 7.394551e-01 7.894023e-01 8.545468e-01 9.012710e-01 1.085271e+00 1.122328e+00 1.206704e+00 1.398853e+00 1.809195e+00 
205 2461 4.521663e-02 1.840773e+00 3.300699e-01 3.300699e-01 3.927946e-01 5.267143e-01 5.487052e-01 5.830087e-01 6.093555e-01 6.320868e-01 6.532832e-01 6.933393e-01 7.360790e-01 7.858639e-01 8.540862e-01 8.990680e-01 1.080481e+00 1.125146e+00 1.212501e+00 1.393235e+00 1.840773e+00 
206 2473 4.500329e-02 1.835796e+00 3.282640e-01 3.282640e-01 3.900268e-01 5.250508e-01 5.454960e-01 5.843776e-01 6.072054e-01 6.277924e-01 6.537577e-01 6.891920e-01 7.350751e-01 7.821496e-01 8.528351e-01 8.990604e-01 1.075476e+00 1.131991e+00 1.220617e+00 1.411618e+00 1.835796e+00 
207 2485 4.480576e-02 1.827097e+00 3.260941e-01 3.260941e-01 3.880449e-01 5.257048e-01 5.440427e-01 5.802742e-01 6.077552e-01 6.236206e-01 6.525242e-01 6.856848e-01 7.318309e-01 7.816220e-01 8.497045e-01 8.929078e-01 1.077415e+00 1.130253e+00 1.223924e+00 1.422121e+00 1.827097e+00 
208 2497 4.309900e-02 1.847655e+00 3.243801e-01 3.243801e-01 3.859978e-01 5.238300e-01 5.417931e-01 5.765468e-01 6.088142e-01 6.231809e-01 6.501029e-01 6.806995e-01 7.280020e-01 7.800940e-01 8.466662e-01 8.882792e-01 1.070996e+00 1.135064e+00 1.223984e+00 1.431800e+00 1.847655e+00 
209 2509 4.193507e-02 1.860503e+00 3.234012e-01 3.234012e-01 3.853629e-01 5.203663e-01 5.394406e-01 5.731621e-01 6.062486e-01 6.243339e-01 6.477450e-01 6.768309e-01 7.238760e-01 7.786512e-01 8.423898e-01 8.846943e-01 1.072100e+00 1.134497e+00 1.216533e+00 1.431790e+00 1.860503e+00 
210 2521 3.948152e-02 1.892023e+00 3.214798e-01 3.214798e-01 3.841238e-01 5.180823e-01 5.391716e-01 5.694941e-01 6.055727e-01 6.217983e-01 6.462761e-01 6.766140e-01 7.214111e-01 7.751353e-01 8.407667e-01 8.842178e-01 1.074269e+00 1.127832e+00 1.221722e+00 1.431132e+00 1.892023e+00 
211 2533 3.794676e-02 1.885536e+00 3.191417e-01 3.191417e-01 3.831381e-01 5.169935e-01 5.372198e-01 5.680745e-01 6.039082e-01 6.189291e-01 6.451789e-01 6.780797e-01 7.198919e-01 7.719825e-01 8.358650e-01 8.786135e-01 1.076325e+00 1.125326e+00 1.228326e+00 1.433723e+00 1.885536e+00 
212 2545 3.567813e-02 1.873048e+00 3.171234e-01 3.171234e-01 3.809585e-01 5.159658e-01 5.363280e-01 5.642410e-01 6.025771e-01 6.181820e-01 6.419575e-01 6.783240e-01 7.160099e-01 7.716010e-01 8.338672e-01 8.734963e-01 1.073430e+00 1.120895e+00 1.224274e+00 1.429409e+00 1.873048e+00 
213 2557 3.393033e-02 1.885065e+00 3.154523e-01 3.154523e-01 3.805430e-01 5.161211e-01 5.338891e-01 5.604012e-01 6.012022e-01 6.149646e-01 6.379376e-01 6.755197e-01 7.177447e-01 7.696202e-01 8.382907e-01 8.710735e-01 1.071512e+00 1.114592e+00 1.222101e+00 1.426689e+00 1.885065e+00 
214 2569 3.252681e-02 1.894098e+00 3.133006e-01 3.133006e-01 3.783287e-01 5.139398e-01 5.317669e-01 5.602317e-01 5.988579e-01 6.139893e-01 6.427898e-01 6.753296e-01 7.150667e-01 7.730604e-01 8.392507e-01 8.667518e-01 1.070924e+00 1.112496e+00 1.221433e+00 1.423051e+00 1.894098e+00 
215 2581 3.168024e-02 1.894106e+00 3.119068e-01 3.119068e-01 3.757416e-01 5.205143e-01 5.306665e-01 5.605028e-01 5.964125e-01 6.116518e-01 6.479632e-01 6.726758e-01 7.112410e-01 7.683852e-01 8.372916e-01 8.723017e-01 1.070449e+00 1.107171e+00 1.216353e+00 1.418337e+00 1.894106e+00 
216 2593 3.218532e-02 1.892503e+00 3.108250e-01 3.108250e-01 3.742573e-01 5.172317e-01 5.294467e-01 5.580536e-01 5.927804e-01 6.156191e-01 6.547598e-01 6.720922e-01 7.100168e-01 7.662952e-01 8.342896e-01 8.691071e-01 1.066338e+00 1.128871e+00 1.214361e+00 1.418329e+00 1.892503e+00 
217 2605 3.315680e-02 1.897717e+00 3.094023e-01 3.094023e-01 3.722690e-01 5.153472e-01 5.299970e-01 5.571980e-01 5.911560e-01 6.137997e-01 6.558535e-01 6.723185e-01 7.105116e-01 7.645183e-01 8.354150e-01 8.632912e-01 1.059797e+00 1.142545e+00 1.207243e+00 1.409545e+00 1.897717e+00 
218 2617 3.201373e-02 1.898804e+00 3.076696e-01 3.076696e-01 3.708967e-01 5.119090e-01 5.286229e-01 5.554517e-01 5.888434e-01 6.104281e-01 6.560083e-01 6.693394e-01 7.075027e-01 7.597107e-01 8.340912e-01 8.577746e-01 1.057403e+00 1.144312e+00 1.203397e+00 1.400988e+00 1.898804e+00 
219 2629 3.108250e-02 1.896602e+00 3.055774e-01 3.055774e-01 3.697606e-01 5.106075e-01 5.306126e-01 5.534054e-01 5.896161e-01 6.112463e-01 6.536084e-01 6.683680e-01 7.083811e-01 7.554275e-01 8.291040e-01 8.581029e-01 1.056795e+00 1.144100e+00 1.198717e+00 1.400958e+00 1.896602e+00 
220 2641 2.943070e-02 1.888797e+00 3.033809e-01 3.033809e-01 3.692301e-01 5.116003e-01 5.281102e-01 5.573738e-01 5.874757e-01 6.123264e-01 6.505190e-01 6.659008e-01 7.081073e-01 7.506218e-01 8.266873e-01 8.582774e-01 1.057838e+00 1.138132e+00 1.192259e+00 1.393180e+00 1.888797e+00 
221 2653 2.845516e-02 1.887869e+00 3.013109e-01 3.013109e-01 3.683019e-01 5.103145e-01 5.263278e-01 5.616445e-01 5.837519e-01 6.099004e-01 6.460780e-01 6.627556e-01 7.089467e-01 7.455410e-01 8.223318e-01 8.623609e-01 1.077783e+00 1.132265e+00 1.192905e+00 1.405614e+00 1.887869e+00 
222 2665 2.763385e-02 1.877929e+00 2.997120e-01 2.997120e-01 3.664084e-01 5.069741e-01 5.234155e-01 5.631429e-01 5.813309e-01 6.192139e-01 6.454690e-01 6.662128e-01 7.061323e-01 7.514201e-01 8.231339e-01 8.637201e-01 1.078126e+00 1.128517e+00 1.195679e+00 1.408186e+00 1.877929e+00 
223 2677 2.673489e-02 1.870852e+00 2.984406e-01 2.984406e-01 3.663849e-01 5.061187e-01 5.198279e-01 5.658772e-01 5.795805e-01 6.177919e-01 6.419434e-01 6.653544e-01 7.051939e-01 7.522894e-01 8.200412e-01 8.658385e-01 1.071722e+00 1.125015e+00 1.192102e+00 1.411920e+00 1.870852e+00 
224 2689 2.536480e-02 1.866255e+00 2.973286e-01 2.973286e-01 3.643511e-01 5.053662e-01 5.167041e-01 5.629854e-01 5.767491e-01 6.215723e-01 6.436280e-01 6.661748e-01 7.004667e-01 7.506568e-01 8.151741e-01 8.625421e-01 1.068031e+00 1.118529e+00 1.195873e+00 1.417751e+00 1.866255e+00 
225 2701 2.544055e-02 1.878146e+00 2.952904e-01 2.952904e-01 3.618022e-01 5.047896e-01 5.135078e-01 5.615264e-01 5.751449e-01 6.210675e-01 6.415620e-01 6.659205e-01 7.007672e-01 7.495435e-01 8.152757e-01 8.611768e-01 1.063424e+00 1.113216e+00 1.195882e+00 1.436493e+00 1.878146e+00 
226 2713 2.658589e-02 1.912452e+00 2.932611e-01 2.932611e-01 3.614431e-01 5.101968e-01 5.117604e-01 5.614553e-01 5.726161e-01 6.239913e-01 6.401399e-01 6.631189e-01 6.988452e-01 7.482628e-01 8.115041e-01 8.584414e-01 1.064054e+00 1.108331e+00 1.198520e+00 1.443055e+00 1.912452e+00 
227 2725 2.558800e-02 1.915810e+00 2.915043e-01 2.915043e-01 3.604892e-01 5.089903e-01 5.118840e-01 5.585515e-01 5.708251e-01 6.220888e-01 6.389461e-01 6.609061e-01 6.955668e-01 7.479858e-01 8.137300e-01 8.561475e-01 1.057763e+00 1.102370e+00 1.196824e+00 1.444009e+00 1.915810e+00 
228 2737 2.522750e-02 1.908136e+00 2.896620e-01 2.896620e-01 3.585087e-01 5.072719e-01 5.095263e-01 5.549546e-01 5.688464e-01 6.215500e-01 6.358495e-01 6.567203e-01 6.972537e-01 7.522185e-01 8.104657e-01 8.516778e-01 1.055776e+00 1.122322e+00 1.219691e+00 1.440559e+00 1.908136e+00 
229 2749 2.454871e-02 1.902029e+00 2.883803e-01 2.883803e-01 3.566332e-01 5.051421e-01 5.081353e-01 5.542786e-01 5.658126e-01 6.201717e-01 6.319404e-01 6.549184e-01 6.957576e-01 7.511395e-01 8.076727e-01 8.478823e-01 1.050836e+00 1.118631e+00 1.221613e+00 1.448514e+00 1.902029e+00 
230 2761 2.428636e-02 1.896846e+00 2.866981e-01 2.866981e-01 3.544550e-01 5.034475e-01 5.074851e-01 5.507758e-01 5.637392e-01 6.176591e-01 6.320053e-01 6.518849e-01 6.919897e-01 7.464305e-01 8.071565e-01 8.440823e-01 1.054169e+00 1.111258e+00 1.221262e+00 1.461781e+00 1.896846e+00 
231 2773 2.488983e-02 1.892099e+00 2.849732e-01 2.849732e-01 3.521812e-01 5.001363e-01 5.080549e-01 5.483499e-01 5.617594e-01 6.161896e-01 6.303946e-01 6.531011e-01 6.887436e-01 7.480355e-01 8.053587e-01 8.406854e-01 1.050178e+00 1.105315e+00 1.240617e+00 1.473417e+00 1.892099e+00 
